Log file open, 05/13/23 13:20:08
[2023.05.13-01.20.12:644][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.05.13-01.20.12:644][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: Bindless resources are supported
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.05.13-01.20.12:773][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.05.13-01.20.12:825][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.05.13-01.20.12:825][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.05.13-01.20.12:825][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.05.13-01.20.12:840][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.05.13-01.20.12:840][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.05.13-01.20.12:841][  0]LogRHI: Texture pool is 7157 MB (70% of 10224 MB)
[2023.05.13-01.20.12:841][  0]LogD3D12RHI: Async texture creation enabled
[2023.05.13-01.20.12:841][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.05.13-01.20.12:859][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="E:/Game Code and Design/Epic Games/AstroFunk_Az_Ver0_1/AstroFunk_Az_Ver0_1.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Game Code and Design/Epic Games/AstroFunk_Az_Ver0_1/Intermediate/TurnkeyReport_0.log" -log="E:/Game Code and Design/Epic Games/AstroFunk_Az_Ver0_1/Intermediate/TurnkeyLog_0.log" -project="E:/Game Code and Design/Epic Games/AstroFunk_Az_Ver0_1/AstroFunk_Az_Ver0_1.uproject"  -platform=all'
[2023.05.13-01.20.12:859][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""E:/Game Code and Design/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="E:/Game Code and Design/Epic Games/AstroFunk_Az_Ver0_1/AstroFunk_Az_Ver0_1.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Game Code and Design/Epic Games/AstroFunk_Az_Ver0_1/Intermediate/TurnkeyReport_0.log" -log="E:/Game Code and Design/Epic Games/AstroFunk_Az_Ver0_1/Intermediate/TurnkeyLog_0.log" -project="E:/Game Code and Design/Epic Games/AstroFunk_Az_Ver0_1/AstroFunk_Az_Ver0_1.uproject"  -platform=all" ]
[2023.05.13-01.20.12:882][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.05.13-01.20.12:882][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.05.13-01.20.12:882][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.05.13-01.20.12:882][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.05.13-01.20.12:882][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.05.13-01.20.12:882][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.05.13-01.20.12:882][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.05.13-01.20.12:882][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.05.13-01.20.12:883][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.05.13-01.20.12:883][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.05.13-01.20.12:884][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.05.13-01.20.12:888][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.05.13-01.20.13:197][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.05.13-01.20.13:197][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.05.13-01.20.13:200][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.05.13-01.20.13:200][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.05.13-01.20.13:202][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.05.13-01.20.13:202][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.05.13-01.20.13:202][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.05.13-01.20.13:202][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.05.13-01.20.13:204][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.05.13-01.20.13:204][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.05.13-01.20.13:204][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.05.13-01.20.13:206][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.05.13-01.20.13:206][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.05.13-01.20.13:211][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.05.13-01.20.13:211][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.05.13-01.20.13:211][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.05.13-01.20.13:211][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.05.13-01.20.13:211][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.05.13-01.20.13:211][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.05.13-01.20.13:213][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.05.13-01.20.13:213][  0]LogTargetPlatformManager:   ADPCM
[2023.05.13-01.20.13:213][  0]LogTargetPlatformManager:   PCM
[2023.05.13-01.20.13:215][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.05.13-01.20.13:215][  0]LogTargetPlatformManager:   BINKA
[2023.05.13-01.20.13:218][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.05.13-01.20.13:218][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.05.13-01.20.13:218][  0]LogTargetPlatformManager:   OGG
[2023.05.13-01.20.13:220][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.05.13-01.20.13:220][  0]LogTargetPlatformManager:   OPUS
[2023.05.13-01.20.13:250][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   SF_METAL
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.05.13-01.20.13:254][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.05.13-01.20.13:258][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.05.13-01.20.13:258][  0]LogTargetPlatformManager:   VVM_1_0
[2023.05.13-01.20.13:258][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.05.13-01.20.13:258][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.05.13-01.20.13:258][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.05.13-01.20.13:258][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.05.13-01.20.13:258][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.05.13-01.20.13:258][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.05.13-01.20.13:260][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../AstroFunk_Az_Ver0_1/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.05.13-01.20.13:260][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.05.13-01.20.13:260][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../AstroFunk_Az_Ver0_1/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.05.13-01.20.13:260][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.05.13-01.20.13:282][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.05.13-01.20.13:282][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.05.13-01.20.13:282][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.05.13-01.20.13:325][  0]LogDerivedDataCache: Speed tests for C:/Users/Ari/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.04 seconds
[2023.05.13-01.20.13:325][  0]LogDerivedDataCache: Display: Performance to C:/Users/Ari/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.05ms. RandomReadSpeed=24.97MBs, RandomWriteSpeed=181.70MBs. Assigned SpeedClass 'Local'
[2023.05.13-01.20.13:326][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Ari/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.05.13-01.20.13:326][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.05.13-01.20.13:326][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.05.13-01.20.13:326][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.05.13-01.20.13:326][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.05.13-01.20.13:327][  0]LogShaderCompilers: Guid format shader working directory is 12 characters bigger than the processId version (../../../../AstroFunk_Az_Ver0_1/Intermediate/Shaders/WorkingDirectory/23492/).
[2023.05.13-01.20.13:327][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Ari/AppData/Local/Temp/UnrealShaderWorkingDir/1381B3E046FB5BD6991C63BD6E45E54C/'.
[2023.05.13-01.20.13:339][  0]LogXGEController: Display: Initialized XGE controller. XGE tasks will not be spawned on this machine.
[2023.05.13-01.20.13:339][  0]LogShaderCompilers: Display: Using XGE Controller for Shader Compilation.
[2023.05.13-01.20.18:008][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../AstroFunk_Az_Ver0_1/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.05.13-01.20.18:008][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: ---
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: ---
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.05.13-01.20.18:188][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.05.13-01.20.18:275][  0]LogSlate: Using FreeType 2.10.0
[2023.05.13-01.20.18:291][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.05.13-01.20.18:482][  0]LogAssetRegistry: FAssetRegistry took 0.0113 seconds to start up
[2023.05.13-01.20.18:487][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.05.13-01.20.19:254][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.05.13-01.20.19:597][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.05.13-01.20.19:597][  0]LogDeviceProfileManager: Available device profiles:
[2023.05.13-01.20.19:597][  0]LogDeviceProfileManager: 	[000008A8F1FF0E00][000008A8E86CD800 52] GlobalDefaults, 
[2023.05.13-01.20.19:597][  0]LogDeviceProfileManager: 	[000008A8F1FF2800][000008A8E9EC0000 52] Windows, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF2A00][000008A8DF2E7800 52] WindowsEditor, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF0800][000008A8E8402800 52] WindowsServer, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF2400][000008A8F2810000 52] WindowsClient, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF0400][000008A8F2815000 52] IOS, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF0200][000008A8F2817800 52] iPadAir2, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF3200][000008A8F281C800 52] IPadPro, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF3400][000008A8F281A000 52] iPadAir3, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF0A00][000008A8EC64C800 52] iPadAir4, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF2000][000008A8F2880000 52] iPadAir5, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF0600][000008A8F2885000 52] iPadMini4, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF3000][000008A8F2887800 52] iPadMini5, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF2E00][000008A8F288A000 52] iPadMini6, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF5000][000008A8F28D0000 52] iPhone6S, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF5200][000008A8F28D2800 52] iPhone7, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF5400][000008A8F28D5000 52] iPodTouch7, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF3C00][000008A8F28DA000 52] iPhone6SPlus, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF1800][000008A8F28DC800 52] iPhone7Plus, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF1400][000008A8F2812800 52] iPhoneSE, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF2200][000008A8F288C800 52] iPhone8, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF1A00][000008A8F28D7800 52] iPhone8Plus, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF4600][000008A8F2850000 52] iPhoneX, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF1600][000008A8F2855000 52] iPhoneXS, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF5C00][000008A8F2857800 52] iPhoneXSMax, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF1200][000008A8F285A000 52] iPhoneXR, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF4200][000008A8F285C800 52] iPhone11, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF3800][000008A8F2882800 52] iPhone11Pro, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF4A00][000008A8F2860000 52] iPhone11ProMax, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF1C00][000008A8F2865000 52] iPhoneSE2, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF4800][000008A8F2867800 52] iPhone12Mini, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF3E00][000008A8F286A000 52] iPhone12, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF5600][000008A8F286C800 52] iPhone12Pro, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF2C00][000008A8F2852800 52] iPhone12ProMax, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF4000][000008A8F28E0000 52] iPhone13Mini, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF5A00][000008A8F28E5000 52] iPhone13, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF4C00][000008A8F28E7800 52] iPhone13Pro, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF3600][000008A8F28EA000 52] iPhone13ProMax, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF6000][000008A8F28EC800 52] iPhoneSE3, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF1E00][000008A8F2862800 52] iPhone14, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF4E00][000008A8F28F0000 52] iPhone14Plus, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF5E00][000008A8F28F5000 52] iPhone14Pro, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF6800][000008A8F28F7800 52] iPhone14ProMax, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF5800][000008A8F28FA000 52] iPadPro105, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF6A00][000008A8F28FC800 52] iPadPro129, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF6E00][000008A8F28E2800 52] iPadPro97, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF7000][000008A8F28A0000 52] iPadPro2_129, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF6200][000008A8F28A5000 52] iPad5, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF6400][000008A8F28A7800 52] iPad6, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF0000][000008A8F28AA000 52] iPad7, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF7800][000008A8F28AC800 52] iPad8, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF3A00][000008A8F28F2800 52] iPad9, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF7A00][000008A8F28B0000 52] iPad10, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF7E00][000008A8F28B5000 52] iPadPro11, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF8000][000008A8F28B7800 52] iPadPro2_11, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF7200][000008A8F28BA000 52] iPadPro3_11, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF7400][000008A8F28BC800 52] iPadPro4_11, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF4400][000008A8F28A2800 52] iPadPro3_129, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF8800][000008A8F28C0000 52] iPadPro4_129, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF2600][000008A8F28C5000 52] iPadPro5_129, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF8A00][000008A8F28C7800 52] iPadPro6_129, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF8E00][000008A8F28CA000 52] AppleTV, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF9000][000008A8F28CC800 52] AppleTV4K, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF8200][000008A8F28B2800 52] AppleTV2_4K, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF8400][000008A8F2910000 52] TVOS, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FFA800][000008A8F2917800 52] Mac, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FFAA00][000008A8F2915000 52] MacEditor, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF9400][000008A8F291A000 52] MacClient, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FFA400][000008A8F291C800 52] MacServer, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF9600][000008A8F2950000 52] Linux, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF9200][000008A8F2952800 52] LinuxEditor, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FFAC00][000008A8F2957800 52] LinuxArm64Editor, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF7C00][000008A8F295A000 52] LinuxArm64, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF9800][000008A8F295C800 52] LinuxClient, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF8C00][000008A8F28C2800 52] LinuxArm64Client, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF9C00][000008A8F2955000 52] LinuxServer, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF6C00][000008A8F2920000 52] LinuxArm64Server, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FF8600][000008A8F2925000 52] Android, 
[2023.05.13-01.20.19:598][  0]LogDeviceProfileManager: 	[000008A8F1FFB000][000008A8F2927800 52] Android_Preview_OpenGL, 
